Batch_ID,Machine_ID,Line_ID,Product_ID,Temperature,Pressure,Speed,Vibration,Humidity,Operator,Shift,Production_Time,Has_Defect,Defect_Type,Defect_Status
BAT-10891,M-01,Line-1,PROD-A10,73.7,8.57,1168,2.82,48.0,Op-Bob,Night,2026-04-29 11:29,0,None,PASS
BAT-10892,M-07,Line-4,PROD-B20,75.5,7.22,1362,2.17,58.7,Op-Alice,Afternoon,2026-08-04 11:29,0,None,PASS
BAT-10893,M-05,Line-3,PROD-B20,74.1,8.28,1337,3.1,42.7,Op-Elena,Afternoon,2026-02-25 11:29,0,None,PASS
BAT-10894,M-07,Line-4,PROD-A10,74.2,6.37,1338,3.21,57.5,Op-Elena,Afternoon,2026-04-08 11:29,1,Dimensional Deviation,SCRAP
BAT-10895,M-03,Line-2,PROD-A10,74.1,8.32,1142,1.7,53.0,Op-Frank,Afternoon,2026-06-23 11:29,0,None,PASS
BAT-10896,M-04,Line-2,PROD-D40,83.0,9.04,1313,4.54,68.2,Op-Bob,Night,2026-03-21 11:29,1,Surface Crack,REWORK
BAT-10897,M-06,Line-3,PROD-D40,72.1,8.55,1237,1.94,47.9,Op-Elena,Morning,2026-04-03 11:29,0,None,PASS
BAT-10898,M-04,Line-2,PROD-B20,76.0,10.35,1631,4.92,64.1,Op-Charlie,Night,2026-06-24 11:29,0,None,PASS
BAT-10899,M-07,Line-4,PROD-B20,76.5,7.4,1379,3.62,57.0,Op-Frank,Night,2026-03-22 11:29,0,None,PASS
BAT-10900,M-02,Line-1,PROD-B20,73.3,8.92,1181,1.93,48.3,Op-Charlie,Morning,2026-02-17 11:29,0,None,PASS
BAT-10901,M-07,Line-4,PROD-D40,84.0,5.13,1304,2.9,52.8,Op-Charlie,Afternoon,2026-07-23 11:29,0,None,PASS
BAT-10902,M-05,Line-3,PROD-B20,70.6,8.05,1214,1.61,49.3,Op-Bob,Morning,2026-03-15 11:29,0,None,PASS
BAT-10903,M-05,Line-3,PROD-B20,73.5,8.31,1197,2.51,50.3,Op-Elena,Morning,2026-04-10 11:29,0,None,PASS
BAT-10904,M-06,Line-3,PROD-A10,70.9,8.86,1349,2.66,49.1,Op-Frank,Afternoon,2026-03-16 11:29,0,None,PASS
BAT-10905,M-08,Line-4,PROD-C30,74.5,8.59,1166,1.95,47.8,Op-Bob,Afternoon,2026-06-15 11:29,0,None,PASS
BAT-10906,M-03,Line-2,PROD-B20,71.7,8.77,1135,1.61,46.0,Op-Bob,Morning,2026-05-25 11:29,0,None,PASS
BAT-10907,M-01,Line-1,PROD-C30,76.1,8.61,1233,1.89,44.1,Op-David,Morning,2026-07-31 11:29,0,None,PASS
BAT-10908,M-04,Line-2,PROD-A10,80.5,11.77,1279,3.25,87.8,Op-Bob,Afternoon,2026-07-17 11:29,0,None,PASS
BAT-10909,M-06,Line-3,PROD-D40,71.9,8.75,1151,2.38,49.8,Op-Bob,Afternoon,2026-05-24 11:29,0,None,PASS
BAT-10910,M-07,Line-4,PROD-C30,72.5,6.58,1413,3.21,48.6,Op-David,Night,2026-07-06 11:29,0,None,PASS
BAT-10911,M-01,Line-1,PROD-A10,78.9,7.73,1214,2.06,41.5,Op-David,Afternoon,2026-02-20 11:29,0,None,PASS
BAT-10912,M-04,Line-2,PROD-D40,83.2,10.24,1419,2.04,63.8,Op-Frank,Morning,2026-07-02 11:29,1,Dimensional Deviation,SCRAP
BAT-10913,M-01,Line-1,PROD-B20,72.4,8.75,1199,2.3,46.4,Op-Charlie,Afternoon,2026-05-22 11:29,0,None,PASS
BAT-10914,M-05,Line-3,PROD-D40,73.8,9.2,1204,2.83,38.6,Op-Bob,Afternoon,2026-04-26 11:29,0,None,PASS
BAT-10915,M-01,Line-1,PROD-B20,78.5,8.71,1172,2.82,38.3,Op-David,Night,2026-06-05 11:29,0,None,PASS
BAT-10916,M-02,Line-1,PROD-B20,79.8,8.9,1180,2.77,46.9,Op-Elena,Night,2026-06-29 11:29,0,None,PASS
BAT-10917,M-07,Line-4,PROD-C30,78.1,6.42,1452,3.12,53.8,Op-David,Morning,2026-03-27 11:29,1,Dimensional Deviation,SCRAP
BAT-10918,M-04,Line-2,PROD-D40,85.5,10.47,1480,4.67,80.4,Op-Alice,Afternoon,2026-05-03 11:29,1,Surface Crack,SCRAP
BAT-10919,M-03,Line-2,PROD-A10,72.5,8.78,1156,1.61,42.0,Op-Alice,Morning,2026-06-05 11:29,0,None,PASS
BAT-10920,M-02,Line-1,PROD-D40,74.8,9.25,1125,1.4,49.7,Op-Frank,Night,2026-07-16 11:29,0,None,PASS
BAT-10921,M-07,Line-4,PROD-D40,74.6,4.27,1215,3.63,43.9,Op-Alice,Morning,2026-05-06 11:29,0,None,PASS
BAT-10922,M-03,Line-2,PROD-B20,76.7,7.97,1154,1.89,51.8,Op-Bob,Morning,2026-02-23 11:29,0,None,PASS
BAT-10923,M-05,Line-3,PROD-D40,73.4,8.27,1178,2.17,45.4,Op-Charlie,Night,2026-03-28 11:29,0,None,PASS
BAT-10924,M-03,Line-2,PROD-B20,72.3,9.21,1231,2.12,55.1,Op-Alice,Night,2026-04-15 11:29,1,Porosity,SCRAP
BAT-10925,M-01,Line-1,PROD-D40,77.5,8.94,1142,1.14,42.1,Op-Bob,Morning,2026-07-10 11:29,0,None,PASS
BAT-10926,M-08,Line-4,PROD-D40,73.6,7.76,1242,2.77,47.1,Op-David,Morning,2026-07-13 11:29,0,None,PASS
BAT-10927,M-04,Line-2,PROD-C30,77.6,10.25,1510,3.61,57.0,Op-Elena,Night,2026-07-02 11:29,0,None,PASS
BAT-10928,M-04,Line-2,PROD-A10,72.0,10.11,1608,5.99,67.8,Op-Bob,Morning,2026-02-24 11:29,1,Dimensional Deviation,REWORK
BAT-10929,M-01,Line-1,PROD-C30,76.7,8.15,1192,2.04,47.3,Op-Charlie,Morning,2026-02-22 11:29,0,None,PASS
BAT-10930,M-03,Line-2,PROD-B20,72.0,9.49,1214,0.94,49.9,Op-Frank,Afternoon,2026-07-16 11:29,0,None,PASS
BAT-10931,M-03,Line-2,PROD-D40,73.7,9.0,1125,2.27,50.6,Op-Frank,Night,2026-05-13 11:29,0,None,PASS
BAT-10932,M-02,Line-1,PROD-C30,74.4,8.07,1204,1.66,50.4,Op-Charlie,Afternoon,2026-05-18 11:29,0,None,PASS
BAT-10933,M-07,Line-4,PROD-A10,78.6,7.85,1380,3.67,50.2,Op-Charlie,Afternoon,2026-03-16 11:29,0,None,PASS
BAT-10934,M-05,Line-3,PROD-C30,73.6,8.33,1340,1.78,49.1,Op-Elena,Afternoon,2026-06-24 11:29,0,None,PASS
BAT-10935,M-04,Line-2,PROD-A10,77.4,11.04,1620,6.28,58.8,Op-Alice,Night,2026-07-21 11:29,0,None,PASS
BAT-10936,M-02,Line-1,PROD-D40,78.5,8.6,1253,2.61,50.7,Op-Frank,Night,2026-07-14 11:29,0,None,PASS
BAT-10937,M-05,Line-3,PROD-D40,74.1,8.24,1246,2.15,50.1,Op-Elena,Afternoon,2026-04-17 11:29,0,None,PASS
BAT-10938,M-06,Line-3,PROD-B20,79.4,8.11,1309,2.68,45.6,Op-Elena,Night,2026-06-17 11:29,0,None,PASS
BAT-10939,M-08,Line-4,PROD-D40,76.4,9.03,1265,2.9,49.4,Op-Bob,Night,2026-04-10 11:29,0,None,PASS
BAT-10940,M-04,Line-2,PROD-A10,83.5,9.42,1315,4.15,69.0,Op-Alice,Morning,2026-06-09 11:29,1,Surface Crack,REWORK
BAT-10941,M-04,Line-2,PROD-D40,87.0,10.04,1463,6.62,61.0,Op-David,Morning,2026-05-06 11:29,1,Surface Crack,SCRAP
BAT-10942,M-04,Line-2,PROD-A10,84.5,8.76,1345,6.59,80.3,Op-Frank,Morning,2026-08-05 11:29,1,Surface Crack,SCRAP
BAT-10943,M-05,Line-3,PROD-C30,76.3,8.82,1192,1.92,50.2,Op-Elena,Night,2026-05-03 11:29,0,None,PASS
BAT-10944,M-02,Line-1,PROD-C30,76.3,7.99,1223,2.22,43.1,Op-Charlie,Afternoon,2026-07-05 11:29,0,None,PASS
BAT-10945,M-01,Line-1,PROD-B20,71.0,8.83,1157,2.56,43.5,Op-Bob,Afternoon,2026-05-07 11:29,0,None,PASS
BAT-10946,M-08,Line-4,PROD-D40,72.6,8.31,1124,2.17,45.8,Op-Alice,Night,2026-03-16 11:29,0,None,PASS
BAT-10947,M-08,Line-4,PROD-C30,76.7,8.84,1171,2.18,56.7,Op-David,Afternoon,2026-02-24 11:29,0,None,PASS
BAT-10948,M-05,Line-3,PROD-C30,77.5,8.53,1206,2.46,54.6,Op-Elena,Night,2026-02-14 11:29,0,None,PASS
BAT-10949,M-06,Line-3,PROD-C30,74.3,9.14,1142,1.97,40.1,Op-Alice,Morning,2026-04-22 11:29,0,None,PASS
BAT-10950,M-06,Line-3,PROD-D40,73.4,8.34,1216,2.03,55.9,Op-Frank,Night,2026-03-24 11:29,0,None,PASS
BAT-10951,M-07,Line-4,PROD-B20,80.9,7.54,1441,3.77,66.0,Op-Elena,Morning,2026-04-29 11:29,1,Dimensional Deviation,REWORK
BAT-10952,M-01,Line-1,PROD-C30,77.2,8.88,1109,1.96,48.0,Op-David,Morning,2026-06-17 11:29,0,None,PASS
BAT-10953,M-06,Line-3,PROD-D40,76.6,8.42,1248,2.65,49.4,Op-Charlie,Morning,2026-06-24 11:29,0,None,PASS
BAT-10954,M-02,Line-1,PROD-C30,78.4,9.99,1279,2.7,49.9,Op-Alice,Morning,2026-03-05 11:29,0,None,PASS
BAT-10955,M-01,Line-1,PROD-D40,75.8,8.42,1317,2.12,48.7,Op-Elena,Morning,2026-03-30 11:29,0,None,PASS
BAT-10956,M-08,Line-4,PROD-C30,71.2,8.05,1194,1.99,50.1,Op-Charlie,Morning,2026-03-07 11:29,0,None,PASS
BAT-10957,M-03,Line-2,PROD-B20,75.1,9.45,1175,2.17,42.9,Op-Frank,Morning,2026-06-07 11:29,0,None,PASS
BAT-10958,M-02,Line-1,PROD-A10,75.8,9.24,1190,1.74,47.4,Op-Charlie,Morning,2026-08-04 11:29,0,None,PASS
BAT-10959,M-02,Line-1,PROD-C30,74.8,9.21,1216,2.72,47.6,Op-David,Morning,2026-03-08 11:29,0,None,PASS
BAT-10960,M-05,Line-3,PROD-A10,72.1,8.55,1203,1.97,51.1,Op-Elena,Afternoon,2026-07-23 11:29,0,None,PASS
BAT-10961,M-06,Line-3,PROD-B20,74.2,8.52,1170,2.4,48.3,Op-Bob,Afternoon,2026-04-21 11:29,0,None,PASS
BAT-10962,M-08,Line-4,PROD-A10,75.8,8.71,1238,2.4,43.6,Op-Charlie,Morning,2026-03-22 11:29,0,None,PASS
BAT-10963,M-01,Line-1,PROD-A10,76.7,8.15,1257,1.8,57.4,Op-Bob,Night,2026-05-10 11:29,0,None,PASS
BAT-10964,M-05,Line-3,PROD-B20,71.6,8.83,1175,1.76,49.5,Op-Frank,Afternoon,2026-07-06 11:29,0,None,PASS
BAT-10965,M-02,Line-1,PROD-C30,71.9,8.88,1194,2.43,47.5,Op-Elena,Afternoon,2026-06-28 11:29,0,None,PASS
BAT-10966,M-03,Line-2,PROD-A10,74.7,8.21,1252,2.45,53.1,Op-David,Night,2026-02-22 11:29,0,None,PASS
BAT-10967,M-01,Line-1,PROD-A10,72.6,9.53,1211,2.22,44.8,Op-David,Afternoon,2026-03-27 11:29,0,None,PASS
BAT-10968,M-08,Line-4,PROD-C30,74.1,8.61,1082,1.64,52.6,Op-Charlie,Afternoon,2026-04-01 11:29,0,None,PASS
BAT-10969,M-02,Line-1,PROD-D40,75.7,8.9,1200,2.09,48.3,Op-Elena,Morning,2026-03-05 11:29,0,None,PASS
BAT-10970,M-08,Line-4,PROD-A10,73.1,7.88,1268,1.95,51.5,Op-David,Afternoon,2026-08-04 11:29,0,None,PASS
BAT-10971,M-08,Line-4,PROD-D40,71.8,8.96,1230,1.79,47.4,Op-Bob,Morning,2026-03-18 11:29,0,None,PASS
BAT-10972,M-05,Line-3,PROD-C30,69.8,8.65,1122,1.73,51.6,Op-David,Morning,2026-08-08 11:29,0,None,PASS
BAT-10973,M-06,Line-3,PROD-C30,72.5,9.17,1203,2.73,47.4,Op-David,Afternoon,2026-02-17 11:29,0,None,PASS
BAT-10974,M-02,Line-1,PROD-C30,70.6,8.4,1310,2.28,44.2,Op-David,Afternoon,2026-03-25 11:29,0,None,PASS
BAT-10975,M-06,Line-3,PROD-B20,73.2,7.74,1297,2.49,47.8,Op-Elena,Morning,2026-05-24 11:29,0,None,PASS
BAT-10976,M-02,Line-1,PROD-C30,78.0,8.79,1163,1.9,47.9,Op-Elena,Night,2026-02-28 11:29,0,None,PASS
BAT-10977,M-08,Line-4,PROD-D40,76.4,7.24,1203,1.83,42.3,Op-Elena,Afternoon,2026-04-12 11:29,0,None,PASS
BAT-10978,M-03,Line-2,PROD-D40,70.3,9.11,1153,1.91,42.5,Op-David,Morning,2026-05-08 11:29,0,None,PASS
BAT-10979,M-07,Line-4,PROD-D40,84.5,4.57,1468,4.8,53.0,Op-Elena,Afternoon,2026-06-29 11:29,1,Surface Crack,REWORK
BAT-10980,M-02,Line-1,PROD-D40,80.6,7.67,1187,2.37,50.2,Op-Alice,Night,2026-07-12 11:29,0,None,PASS
BAT-10981,M-02,Line-1,PROD-D40,71.0,8.47,1271,2.1,52.8,Op-Bob,Afternoon,2026-05-24 11:29,1,Surface Crack,SCRAP
BAT-10982,M-07,Line-4,PROD-C30,73.2,6.11,1364,3.34,59.8,Op-David,Night,2026-07-29 11:29,1,Dimensional Deviation,REWORK
BAT-10983,M-03,Line-2,PROD-A10,74.0,8.51,1098,2.48,47.1,Op-Bob,Night,2026-03-20 11:29,0,None,PASS
BAT-10984,M-05,Line-3,PROD-D40,77.0,8.04,1289,2.8,43.7,Op-Elena,Night,2026-06-04 11:29,0,None,PASS
BAT-10985,M-06,Line-3,PROD-C30,76.2,8.87,1238,2.04,41.2,Op-Elena,Night,2026-04-28 11:29,0,None,PASS
BAT-10986,M-07,Line-4,PROD-C30,73.7,7.73,1182,4.2,53.0,Op-Alice,Night,2026-02-12 11:29,0,None,PASS
BAT-10987,M-07,Line-4,PROD-B20,76.8,8.18,1407,2.5,54.2,Op-Charlie,Morning,2026-05-15 11:29,0,None,PASS
BAT-10988,M-01,Line-1,PROD-A10,75.4,8.28,1301,2.57,49.4,Op-Frank,Night,2026-05-12 11:29,0,None,PASS
BAT-10989,M-05,Line-3,PROD-A10,75.9,8.55,1161,1.96,46.4,Op-Bob,Afternoon,2026-08-08 11:29,0,None,PASS
BAT-10990,M-06,Line-3,PROD-D40,73.8,8.37,1163,2.13,49.7,Op-David,Afternoon,2026-06-01 11:29,0,None,PASS
BAT-10991,M-03,Line-2,PROD-D40,74.1,8.66,1218,1.62,51.7,Op-Bob,Morning,2026-07-02 11:29,0,None,PASS
BAT-10992,M-06,Line-3,PROD-D40,75.7,8.09,1195,2.51,42.2,Op-Bob,Afternoon,2026-07-31 11:29,0,None,PASS
BAT-10993,M-01,Line-1,PROD-A10,77.7,8.85,1229,2.0,43.2,Op-Frank,Morning,2026-03-18 11:29,0,None,PASS
BAT-10994,M-08,Line-4,PROD-D40,72.2,8.43,1170,2.37,45.3,Op-Bob,Morning,2026-03-17 11:29,0,None,PASS
BAT-10995,M-07,Line-4,PROD-D40,82.8,3.47,1423,4.18,50.9,Op-Frank,Night,2026-05-29 11:29,1,Surface Crack,REWORK
BAT-10996,M-07,Line-4,PROD-D40,85.3,5.1,1401,3.8,49.6,Op-David,Afternoon,2026-04-08 11:29,1,Dimensional Deviation,SCRAP
BAT-10997,M-08,Line-4,PROD-B20,74.1,9.08,1205,3.37,52.9,Op-Frank,Night,2026-04-19 11:29,0,None,PASS
BAT-10998,M-06,Line-3,PROD-A10,78.3,8.43,1216,2.44,41.8,Op-Alice,Night,2026-06-13 11:29,0,None,PASS
BAT-10999,M-02,Line-1,PROD-D40,73.3,8.54,1213,1.92,50.8,Op-Frank,Morning,2026-03-18 11:29,0,None,PASS
BAT-11000,M-05,Line-3,PROD-D40,72.9,9.5,1223,1.92,45.7,Op-Elena,Morning,2026-06-23 11:29,0,None,PASS
BAT-11001,M-02,Line-1,PROD-B20,74.7,8.62,1213,2.24,46.3,Op-David,Night,2026-07-29 11:29,0,None,PASS
BAT-11002,M-02,Line-1,PROD-C30,79.2,9.01,1209,2.61,46.6,Op-Elena,Morning,2026-05-08 11:29,0,None,PASS
BAT-11003,M-01,Line-1,PROD-D40,71.3,7.61,1142,3.31,51.6,Op-David,Night,2026-06-10 11:29,0,None,PASS
BAT-11004,M-06,Line-3,PROD-D40,69.5,9.19,1120,2.55,47.4,Op-Charlie,Afternoon,2026-04-25 11:29,0,None,PASS
BAT-11005,M-05,Line-3,PROD-C30,75.7,9.16,1267,2.27,47.3,Op-Alice,Night,2026-06-11 11:29,0,None,PASS
BAT-11006,M-01,Line-1,PROD-C30,74.7,7.93,1266,2.94,49.3,Op-Frank,Night,2026-02-16 11:29,0,None,PASS
BAT-11007,M-02,Line-1,PROD-B20,77.2,8.59,1145,2.28,51.4,Op-Elena,Morning,2026-04-22 11:29,0,None,PASS
BAT-11008,M-05,Line-3,PROD-C30,71.6,9.46,1253,2.4,44.3,Op-Charlie,Morning,2026-03-10 11:29,0,None,PASS
BAT-11009,M-03,Line-2,PROD-D40,70.8,9.04,1145,2.15,49.3,Op-Charlie,Morning,2026-04-17 11:29,0,None,PASS
BAT-11010,M-04,Line-2,PROD-D40,89.3,9.09,1452,4.12,68.6,Op-Bob,Night,2026-02-18 11:29,1,Surface Crack,REWORK
BAT-11011,M-03,Line-2,PROD-B20,73.8,7.7,1224,2.28,49.5,Op-David,Afternoon,2026-05-19 11:29,0,None,PASS
BAT-11012,M-08,Line-4,PROD-B20,76.8,8.53,1199,2.0,50.2,Op-Bob,Night,2026-05-09 11:29,1,Color Variance,SCRAP
BAT-11013,M-02,Line-1,PROD-A10,75.3,8.19,1277,1.88,53.4,Op-Bob,Afternoon,2026-05-23 11:29,0,None,PASS
BAT-11014,M-08,Line-4,PROD-B20,74.3,8.09,1105,2.12,46.6,Op-David,Night,2026-05-20 11:29,0,None,PASS
BAT-11015,M-03,Line-2,PROD-D40,73.3,8.85,1233,1.56,40.4,Op-Alice,Afternoon,2026-06-04 11:29,0,None,PASS
BAT-11016,M-06,Line-3,PROD-A10,73.1,8.21,1190,2.43,45.6,Op-Alice,Night,2026-07-23 11:29,0,None,PASS
BAT-11017,M-07,Line-4,PROD-C30,81.4,4.66,1303,3.01,47.5,Op-Charlie,Afternoon,2026-04-19 11:29,0,None,PASS
BAT-11018,M-05,Line-3,PROD-D40,77.3,7.76,1239,1.91,47.4,Op-David,Night,2026-04-12 11:29,0,None,PASS
BAT-11019,M-04,Line-2,PROD-C30,83.2,10.33,1360,4.08,68.3,Op-Frank,Night,2026-03-28 11:29,1,Surface Crack,REWORK
BAT-11020,M-01,Line-1,PROD-A10,71.2,8.08,1237,1.97,49.5,Op-Alice,Afternoon,2026-03-07 11:29,0,None,PASS
BAT-11021,M-08,Line-4,PROD-C30,70.4,8.16,1195,2.54,50.8,Op-Bob,Night,2026-04-23 11:29,0,None,PASS
BAT-11022,M-01,Line-1,PROD-A10,71.9,8.7,1291,3.1,49.7,Op-Elena,Morning,2026-02-24 11:29,0,None,PASS
BAT-11023,M-04,Line-2,PROD-A10,85.8,10.8,1526,3.67,67.5,Op-Frank,Morning,2026-03-04 11:29,0,None,PASS
BAT-11024,M-03,Line-2,PROD-D40,73.3,8.93,1245,2.3,48.7,Op-Frank,Night,2026-07-04 11:29,0,None,PASS
BAT-11025,M-03,Line-2,PROD-A10,73.4,9.23,1232,2.53,43.1,Op-Frank,Morning,2026-04-15 11:29,0,None,PASS
BAT-11026,M-02,Line-1,PROD-D40,71.4,9.25,1236,2.67,58.2,Op-Charlie,Afternoon,2026-08-06 11:29,0,None,PASS
BAT-11027,M-06,Line-3,PROD-C30,74.8,8.43,1206,1.02,46.5,Op-Bob,Morning,2026-04-21 11:29,0,None,PASS
BAT-11028,M-07,Line-4,PROD-D40,77.3,7.83,1387,3.76,55.1,Op-Charlie,Morning,2026-04-17 11:29,0,None,PASS
BAT-11029,M-05,Line-3,PROD-B20,75.2,9.37,1266,2.33,45.3,Op-David,Morning,2026-06-15 11:29,0,None,PASS
BAT-11030,M-04,Line-2,PROD-D40,82.9,9.31,1338,5.95,55.4,Op-Bob,Night,2026-06-15 11:29,1,Surface Crack,REWORK
BAT-11031,M-07,Line-4,PROD-B20,78.2,3.99,1288,3.62,57.0,Op-Elena,Night,2026-03-09 11:29,0,None,PASS
BAT-11032,M-05,Line-3,PROD-A10,71.6,8.93,1177,2.33,47.6,Op-Alice,Morning,2026-02-28 11:29,0,None,PASS
BAT-11033,M-05,Line-3,PROD-D40,76.8,8.94,1273,2.06,46.8,Op-Alice,Afternoon,2026-03-20 11:29,0,None,PASS
BAT-11034,M-01,Line-1,PROD-A10,75.7,8.57,1075,2.64,43.6,Op-Frank,Afternoon,2026-04-19 11:29,0,None,PASS
BAT-11035,M-06,Line-3,PROD-D40,77.2,8.53,1150,2.19,56.6,Op-Elena,Morning,2026-06-21 11:29,0,None,PASS
BAT-11036,M-08,Line-4,PROD-D40,70.5,8.71,1158,1.91,44.1,Op-David,Afternoon,2026-02-27 11:29,0,None,PASS
BAT-11037,M-01,Line-1,PROD-D40,74.6,8.47,1140,1.98,54.4,Op-Frank,Afternoon,2026-03-13 11:29,0,None,PASS
BAT-11038,M-06,Line-3,PROD-C30,75.3,9.23,1118,2.14,43.0,Op-Frank,Afternoon,2026-05-23 11:29,1,Surface Crack,REWORK
BAT-11039,M-06,Line-3,PROD-A10,77.3,8.35,1182,1.36,40.9,Op-David,Afternoon,2026-07-25 11:29,0,None,PASS
BAT-11040,M-01,Line-1,PROD-D40,75.2,8.1,1189,2.8,50.6,Op-Frank,Morning,2026-04-27 11:29,0,None,PASS
BAT-11041,M-02,Line-1,PROD-C30,74.5,8.21,1219,1.78,50.7,Op-David,Morning,2026-07-21 11:29,0,None,PASS
BAT-11042,M-04,Line-2,PROD-B20,89.4,9.64,1419,5.86,72.2,Op-Alice,Morning,2026-02-16 11:29,1,Surface Crack,REWORK
BAT-11043,M-08,Line-4,PROD-D40,82.1,7.88,1199,2.77,38.5,Op-Alice,Night,2026-07-24 11:29,0,None,PASS
BAT-11044,M-08,Line-4,PROD-A10,71.3,8.53,1278,2.18,49.6,Op-Alice,Afternoon,2026-02-24 11:29,0,None,PASS
BAT-11045,M-01,Line-1,PROD-D40,75.1,8.4,1175,1.47,45.0,Op-Alice,Morning,2026-07-27 11:29,0,None,PASS
BAT-11046,M-08,Line-4,PROD-B20,74.0,8.67,1195,2.05,41.6,Op-Frank,Night,2026-04-10 11:29,0,None,PASS
BAT-11047,M-01,Line-1,PROD-B20,74.3,8.11,1290,2.03,50.2,Op-David,Night,2026-02-14 11:29,0,None,PASS
BAT-11048,M-01,Line-1,PROD-B20,77.8,9.14,1225,1.96,45.3,Op-Frank,Night,2026-03-15 11:29,1,Surface Crack,SCRAP
BAT-11049,M-02,Line-1,PROD-D40,77.8,8.54,1223,1.59,51.3,Op-Elena,Morning,2026-07-11 11:29,1,Surface Crack,REWORK
BAT-11050,M-04,Line-2,PROD-A10,82.1,8.21,1251,4.11,69.3,Op-Bob,Afternoon,2026-05-07 11:29,1,Surface Crack,SCRAP
BAT-11051,M-07,Line-4,PROD-C30,76.5,4.45,1333,2.82,56.9,Op-Alice,Night,2026-07-07 11:29,0,None,PASS
BAT-11052,M-06,Line-3,PROD-B20,75.3,8.56,1217,2.71,49.2,Op-Alice,Night,2026-03-26 11:29,0,None,PASS
BAT-11053,M-02,Line-1,PROD-C30,72.6,8.44,1222,1.84,50.9,Op-Bob,Afternoon,2026-03-25 11:29,0,None,PASS
BAT-11054,M-03,Line-2,PROD-D40,72.1,8.71,1177,2.27,40.9,Op-Bob,Night,2026-02-20 11:29,0,None,PASS
BAT-11055,M-07,Line-4,PROD-B20,75.5,5.87,1384,3.53,57.6,Op-Alice,Afternoon,2026-03-02 11:29,1,Dimensional Deviation,REWORK
BAT-11056,M-02,Line-1,PROD-C30,72.6,9.18,1206,2.02,51.2,Op-David,Night,2026-06-11 11:29,0,None,PASS
BAT-11057,M-04,Line-2,PROD-B20,78.4,9.39,1422,4.53,78.2,Op-Frank,Afternoon,2026-06-23 11:29,1,Dimensional Deviation,REWORK
BAT-11058,M-03,Line-2,PROD-A10,75.8,8.72,1211,1.98,46.6,Op-Elena,Morning,2026-06-17 11:29,0,None,PASS
BAT-11059,M-02,Line-1,PROD-C30,75.2,9.12,1206,1.31,55.0,Op-Charlie,Afternoon,2026-02-11 11:29,0,None,PASS
BAT-11060,M-04,Line-2,PROD-A10,78.9,11.46,1547,5.75,68.4,Op-Elena,Morning,2026-07-18 11:29,1,Dimensional Deviation,SCRAP
BAT-11061,M-04,Line-2,PROD-D40,84.6,8.76,1580,4.03,79.8,Op-Frank,Night,2026-04-04 11:29,1,Surface Crack,REWORK
BAT-11062,M-03,Line-2,PROD-D40,73.0,8.79,1223,1.75,51.0,Op-David,Morning,2026-03-22 11:29,0,None,PASS
BAT-11063,M-01,Line-1,PROD-A10,71.4,7.74,1192,3.27,41.7,Op-Frank,Afternoon,2026-04-23 11:29,0,None,PASS
BAT-11064,M-05,Line-3,PROD-C30,75.6,8.39,1219,1.5,46.0,Op-Elena,Afternoon,2026-02-21 11:29,0,None,PASS
BAT-11065,M-01,Line-1,PROD-B20,73.6,9.05,1175,1.9,46.9,Op-Bob,Morning,2026-06-14 11:29,0,None,PASS
BAT-11066,M-02,Line-1,PROD-B20,76.7,8.56,1213,2.25,54.4,Op-Frank,Afternoon,2026-07-11 11:29,0,None,PASS
BAT-11067,M-07,Line-4,PROD-B20,79.0,6.62,1475,4.03,44.4,Op-Frank,Night,2026-05-04 11:29,1,Dimensional Deviation,REWORK
BAT-11068,M-04,Line-2,PROD-A10,89.2,10.23,1404,5.48,59.7,Op-Bob,Night,2026-05-26 11:29,1,Surface Crack,REWORK
BAT-11069,M-04,Line-2,PROD-A10,87.2,10.62,1405,5.87,76.4,Op-David,Night,2026-06-14 11:29,1,Surface Crack,REWORK
BAT-11070,M-04,Line-2,PROD-D40,82.0,10.51,1520,4.81,76.4,Op-Bob,Afternoon,2026-05-16 11:29,1,Surface Crack,SCRAP
BAT-11071,M-06,Line-3,PROD-C30,72.9,9.05,1182,2.06,47.2,Op-Bob,Afternoon,2026-03-14 11:29,1,Contamination,REWORK
BAT-11072,M-03,Line-2,PROD-A10,76.9,8.79,1136,2.66,45.8,Op-David,Afternoon,2026-05-28 11:29,0,None,PASS
BAT-11073,M-06,Line-3,PROD-B20,79.6,8.17,1204,1.32,44.4,Op-Charlie,Night,2026-03-22 11:29,0,None,PASS
BAT-11074,M-03,Line-2,PROD-B20,69.4,9.19,1286,2.38,38.7,Op-Alice,Afternoon,2026-06-23 11:29,0,None,PASS
BAT-11075,M-04,Line-2,PROD-D40,76.9,9.8,1371,2.64,81.9,Op-David,Afternoon,2026-02-13 11:29,0,None,PASS
BAT-11076,M-04,Line-2,PROD-B20,81.3,9.08,1419,6.82,60.1,Op-Charlie,Afternoon,2026-07-08 11:29,1,Surface Crack,SCRAP
BAT-11077,M-03,Line-2,PROD-A10,72.9,8.82,1176,2.03,43.4,Op-David,Morning,2026-02-20 11:29,0,None,PASS
BAT-11078,M-01,Line-1,PROD-D40,72.8,8.83,1136,2.14,52.2,Op-Elena,Afternoon,2026-06-12 11:29,0,None,PASS
BAT-11079,M-02,Line-1,PROD-D40,73.4,8.28,1184,1.87,55.5,Op-David,Morning,2026-03-03 11:29,0,None,PASS
